,Location,latitude,longitude
5708,170 UNIVERSITY AV,38.0367289,-78.50338289999999
5709,110 STRATFORD CT,38.0251472,-78.5085667
5710,108 THOMAS DR,38.0260436,-78.5063807
5711,920 VALLEY RD,38.029774,-78.5081912
5712,40 BRANDON AV,38.0307302,-78.50405649999999
5713,1303 CHERRY AV,38.0262116,-78.5010542
5714,164 CHANCELLOR ST,38.0380881,-78.500236
5715,700 LYMAN ST,37.9946898,-78.4836375
5716,800 NORTH AV,38.0428946,-78.4658467
5717,109 14TH ST NW,38.0346543,-78.4995672
5718,200 UNIVERSITY WAY,38.0407615,-78.50228539999999
5719,1 UNIVERSITY WAY,38.0413423,-78.5019628
5720,533 1ST ST N,38.0357087,-78.479479
5721,121 SUMMIT ST,38.024435,-78.5203224
5722,920 HARRIS ST,38.0379174,-78.4820096
5723,335 6TH ST SW,38.0281238,-78.49066669999999
5724,1105 GROVE ST,38.0292384,-78.50029959999999
5725,717 MADISON AV,38.04184,-78.49377419999999
5726,619 LOCUST AV,38.0339613,-78.4700661
5727,440 2ND ST NE,38.0340472,-78.4787686
5728,907 HIGH ST E,38.03151310000001,-78.47324309999999
5729,1305 ROSE HILL DR,38.0474643,-78.4832527
5730,526 8TH ST NE,38.0339715,-78.47388440000002
5731,407 ALTAMONT CIR,38.0337596,-78.4808109
5732,2316 PRICE AV,38.0269543,-78.5180981
5733,999 MCGUFFEY ART CTR LOT,38.0322705,-78.48211880000001
5734,434 3RD ST NE,38.0336671,-78.47820279999999
5735,508 PARK ST,38.0333996,-78.47623519999999
5736,1832 WAYSIDE PL,38.0440163,-78.5020308
5737,180 JEFFERSON PARK AV,38.03329799999999,-78.49792889999999
5738,1007 PAGE ST,38.03554130000001,-78.493985
5739,206 15TH ST NW,38.0354142,-78.49951229999999
5740,1951 THOMSON RD,38.03779979999999,-78.5123448
5741,911 HIGH ST E,38.031521,-78.4730599
5742,2005 JEFFERSON PARK AV,38.02707100000001,-78.51325
5743,398 OAK ST,38.027413,-78.48760349999999
5744,1135 5TH ST EXT,38.0130582,-78.503207
5745,190 JEFFERSON PARK AV,38.03329799999999,-78.49792889999999
5746,333 14TH ST NW,38.0372295,-78.4981689
5747,501 VALLEY RD,38.030604,-78.505375
5748,2509 WESTERLY AV,38.0244446,-78.5212047
5749,714 ROSE HILL DR,38.0379478,-78.4874088
5750,901 HENRY AV,38.0390024,-78.4865199
5751,108 ROBERTSON AV,38.02421,-78.514026
5752,2416 SUNSET RD,38.0215807,-78.5176896
5753,270 MCELROY DR,38.014876,-78.5170225
5754,2653 JEFFERSON PARK CIR,38.0172526,-78.51614529999999
5755,8000 ESTES ST,38.0309982,-78.4938956
5756,700 VILLAGE RD,38.0207954,-78.50421539999999
5757,717 VILLAGE RD,38.0198236,-78.5020751
5758,1532 BROAD AV,38.0249417,-78.5063807
5759,615 HINTON AV,38.0264578,-78.4787686
5760,710 HINTON AV,38.02544590000001,-78.47761419999999
5761,1020 TUFTON AV,38.02152359999999,-78.4734406
5762,1018 TUFTON AV,38.021582,-78.47361819999999
5763,345 MONTICELLO RD,38.02563749999999,-78.4758382
5764,307 MONTICELLO RD,38.0268306,-78.4765779
5765,707 BOLLING AV,38.0234601,-78.4789906
5766,709 BOLLING AV,38.0234061,-78.4788574
5767,904 BOLLING AV,38.021899,-78.47645039999999
5768,130 10TH ST NW,38.0337788,-78.49405279999999
5769,125 CHANCELLOR ST,38.037097,-78.5011652
5770,201 ROBERTSON AV,38.0245895,-78.5130928
5771,317 MONTICELLO RD,38.0265107,-78.4764154
5772,813 BELMONT AVE,38.0242896,-78.47623779999999
5773,1100 10TH ST NE,38.0298889,-78.4727602
5774,1215 AUGUSTA ST,38.043421,-78.4860941
5775,1200 AUGUSTA ST,38.0428173,-78.4849398
5776,1608 AMHERST ST,38.0425534,-78.4880475
5777,1316 EARLY ST,38.0193562,-78.4832971
5778,606 DRUID AV,38.0201566,-78.4839631
5779,508 STONEHENGE AV,38.0198714,-78.4852062
5780,116 4TH ST NE,38.0305797,-78.4789421
5781,700 MADISON LN,38.0409639,-78.4954126
5782,619 PRESTON PL,38.0421474,-78.4983908
5783,1420 GROVE RD,38.0541471,-78.4739068
5784,422 3RD ST NE,38.033421,-78.4783217
5785,114 WESTERLY AV,38.0251731,-78.522134
5786,815 DALE AV,38.03738140000001,-78.4874615
5787,2245 SUNSET RD,38.02301750000001,-78.51803149999999
5788,1100 BLENHEIM AV,38.01994759999999,-78.4740389
5789,110 CARROLLTON TER,38.0273663,-78.50948
5790,501 MAIN ST W,38.031121,-78.48756399999999
5791,205 HIGH ST E,38.0328328,-78.4793029
5792,211 HIGH ST E,38.0328627,-78.47916819999999
5793,105 HIGH ST E,38.0331339,-78.48008899999999
5794,904 BLENHEIM AV,38.0209961,-78.4767706
5795,107 SOUTH ST E,38.0293464,-78.4821372
5796,915 MONTROSE AV,38.0201903,-78.47635989999999
5797,811 MONTROSE AV,38.0210594,-78.4782358
5798,610 MONTROSE AV,38.022241,-78.48162119999999
5799,604 MONTROSE AV,38.0224208,-78.4820984
5800,608 MONTROSE AV,38.0223128,-78.481832
5801,1000 MONTROSE AV,38.0196268,-78.4760269
5802,919 ALTAVISTA AV,38.0185211,-78.47722569999999
5803,708 ALTAVISTA AV,38.0200201,-78.4813437
5804,1100 ALTAVISTA AV,38.01736349999999,-78.4755275
5805,811 KING ST,38.0292921,-78.4938186
5806,708 MONTICELLO AV,38.0240138,-78.478813
5807,912 BELMONT AVE,38.0231653,-78.4747726
5808,811 BELMONT AVE,38.02433449999999,-78.4763821
5809,911 BLENHEIM AV,38.0211298,-78.47606019999999
5810,915 BLENHEIM AV,38.0210219,-78.47579379999999
5811,803 MONTROSE AV,38.0213205,-78.478813
5812,806 ALTAVISTA AV,38.0193446,-78.47987859999999
5813,1103 MARKET ST E,38.0283997,-78.4718977
5814,1132 MARKET ST E,38.0266338,-78.4704435
5815,1112 LEONARD ST,38.0223768,-78.4717534
5816,815 BOLLING AV,38.0224696,-78.476815
5817,1103 ELLIOTT AV,38.0183775,-78.4746394
5818,315 FAIRWAY AV,38.0271299,-78.46247290000001
5819,412 ARBOR CIR,38.0287156,-78.4628275
5820,400 MEADE AV,38.0291601,-78.46525179999999
5821,8 VENABLE LN,38.0385402,-78.4966733
5822,9 VENABLE LN,38.0385402,-78.4966733
5823,515 12TH ST NW,38.0393905,-78.49453989999999
5824,607 12TH ST NW,38.0398585,-78.4942181
5825,1208 LITTLE HIGH ST,38.0293041,-78.4675352
5826,1229 HARRIS ST,38.04032249999999,-78.4782815
5827,616 MCINTIRE RD,38.0375196,-78.478813
5828,620 MCINTIRE RD,38.0378153,-78.4785022
5829,720 MCINTIRE RD,38.0395194,-78.4771702
5830,724 MCINTIRE RD,38.03986,-78.4770522
5831,1000 HARRIS ST,38.039053,-78.479806
5832,830 HARRIS ST,38.0371165,-78.4815435
5833,701 HARRIS ST,38.0356492,-78.484984
5834,316 10TH ST NE,38.0305233,-78.4720198
5835,407 FAIRWAY AV,38.0277109,-78.462813
5836,300 18TH ST NE,38.025247,-78.46132560000001
5837,1710 18TH ST NE,38.0252386,-78.4613311
5838,319 RIVERSIDE AV,38.0251753,-78.45510139999999
5839,200 MCINTIRE RD,38.0341554,-78.4827634
5840,1201 SYCAMORE CT,38.0325846,-78.4681124
5841,510 ROCKLAND AV,38.0193527,-78.4857389
5842,516 ROUGEMONT AV,38.0174307,-78.48693759999999
5843,910 1ST ST S,38.0230724,-78.485817
5844,834 BELMONT AVE,38.0235928,-78.47579379999999
5845,506 MERIDIAN ST,38.0240489,-78.4749391
5846,124 GOODMAN ST,38.02667900000001,-78.474817
5847,221 MONTE VISTA AV,38.0150952,-78.51454749999999
5848,306 MONTE VISTA AV,38.0126098,-78.5145919
5849,2314 CRESTMONT AV,38.0210998,-78.5115704
5850,2323 CRESTMONT AV,38.021649,-78.5123145
5851,307 MONTE VISTA AV,38.0121593,-78.51499129999999
5852,227 MONTE VISTA AV,38.0146141,-78.51463629999999
5853,309 6TH ST SW,38.0289601,-78.4900452
5854,800 PROSPECT AV,38.0211902,-78.4966464
5855,502 ELLIOTT AV,38.0220847,-78.48365230000002
5856,110 HARMON ST,38.0278676,-78.5124615
5857,116 RAYMOND AV,38.0232854,-78.51317159999999
5858,400 KELLY AV,38.03375279999999,-78.47317489999999
5859,406 COMMERCE ST,38.0313887,-78.4865342
5860,300 7TH ST NW,38.0338097,-78.4892565
5861,1222 JEFFERSON ST E,38.0326293,-78.49821229999999
5862,1914 LEWIS MOUNTAIN RD,38.0375513,-78.5090424
5863,101 CRESAP RD,38.0406212,-78.5085556
5864,108 CRESAP RD,38.0399507,-78.5083155
5865,102 CRESAP RD,38.0402663,-78.50813289999999
5866,1932 LEWIS MOUNTAIN RD,38.037869,-78.510415
5867,2305 FONTAINE AV,38.026176,-78.5169535
5868,1827 FENDALL AV,38.0451084,-78.4994562
5869,1807 RUGBY PL,38.04424830000001,-78.4977694
5870,1809 RUGBY PL,38.0444422,-78.4980801
5871,908 COTTAGE LN,38.045724,-78.4970148
5872,2320 PRICE AV,38.027033,-78.51825699999999
5873,120 SHAMROCK RD,38.0282353,-78.51167339999999
5874,1800 COTTAGE LN,38.04652240000001,-78.4968622
5875,638 EVERGREEN AV,38.0360993,-78.47352939999999
5876,1127 LITTLE HIGH ST,38.0300449,-78.46842319999999
5877,706 GROVE AV,38.0339994,-78.4679792
5878,1204 MARKET ST E,38.0265138,-78.4682012
5879,1215 MARKET ST E,38.0272025,-78.46835659999999
5880,713 HINTON AV,38.025778,-78.47725899999999
5881,600 CHURCH ST,38.0247929,-78.4779266
5882,900 MERIDIAN ST,38.0213365,-78.4771146
5883,800 MONTROSE AV,38.0211108,-78.47916819999999
5884,619 BOLLING AV,38.0239824,-78.48014490000001
5885,410 4TH ST NE,38.0327882,-78.47793670000001
5886,700 4TH ST NE,38.0337733,-78.4774363
5887,210 4TH ST NE,38.0309394,-78.47884610000001
5888,1413 WESTWOOD RD,38.0443873,-78.48018929999999
5889,1609 WESTWOOD RD,38.0451107,-78.4882165
5890,1611 WESTWOOD RD,38.04507270000001,-78.4883582
5891,1121 LITTLE HIGH ST,38.0302521,-78.4688672
5892,1210 LITTLE HIGH ST,38.0292501,-78.4674019
5893,1117 MARKET ST E,38.0282999,-78.47119839999999
5894,113 RIVER CT,38.0427119,-78.4563613
5895,311 RIVERSIDE AV,38.0242896,-78.4556343
5896,330 PARKWAY,38.0293059,-78.47667810000002
5897,1945 LEWIS MOUNTAIN RD,38.0386291,-78.5112814
5898,2426 ARLINGTON BLVD,38.0501272,-78.50813450000001
5899,8 GILDERSLEEVE WOOD,38.0300544,-78.5069134
5900,22 ELLIEWOOD AV,38.0367871,-78.50029959999999
5901,604 13TH ST NW,38.0401603,-78.4947952
5902,601 13TH ST NW,38.0398022,-78.49524269999999
5903,2516 WESTERLY AV,38.0241341,-78.52178169999999
5904,1395 MAIN ST W,38.0340637,-78.4992675
5905,4 UNIVERSITY WAY,38.041352,-78.5019576
5906,731 MAIN ST W,38.0319142,-78.4906223
5907,1003 HOLMES AV,38.0432281,-78.4651817
5908,1006 GLENDALE RD,38.0436713,-78.465537
5909,1000 COTTONWOOD RD,38.0430425,-78.4666027
5910,604 CONCORD AV,38.0377843,-78.48319479999999
5911,700 5TH ST NE,38.0306179,-78.47809699999999
5912,1214 SMITH ST,38.0410356,-78.4586985
5913,504 6TH ST SE,38.0261191,-78.4797787
5914,108 CLARKE CT,38.0275538,-78.5152798
5915,7 UNIVERSITY CIR,38.0428234,-78.5013109
5916,205 MONTEBELLO CIR,38.030154,-78.51016
5917,2416 JEFFERSON PARK AV,38.0221218,-78.51410779999999
5918,112 RAYMOND AV,38.0232978,-78.5135045
5919,206 ROBERTSON AV,38.024242,-78.51248300000002
5920,400 ROBERTSON AV,38.0243317,-78.5109276
5921,100 5TH ST SW,38.03089569999999,-78.4876262
5922,2511 WESTERLY AV,38.0244577,-78.52133789999999
5923,1200 EDGEHILL RD,38.04206569999999,-78.4770322
5924,255 MAIN ST W,38.0310588,-78.4846512
5925,600 MADISON AV,38.0409275,-78.4957163
5926,118 BAKER ST,38.0275136,-78.5034956
5927,700 DALE AV,38.03627770000001,-78.4859882
5928,1116 MARKET ST E,38.0278636,-78.4715314
5929,1704 UNIVERSITY AV,38.0365651,-78.5028918
5930,800 UNIVERSITY AV,38.0340155,-78.5001058
5931,764 ORANGEDALE AV,38.022011,-78.497148
5932,739 ORANGEDALE AV,38.0232651,-78.4968372
5933,805 ORANGEDALE AV,38.021667,-78.498047
5934,826 ORANGEDALE AV,38.0205748,-78.4983578
5935,800 BAILEY RD,38.0214988,-78.4975474
5936,610 FARISH ST,38.0342046,-78.4747682
5937,1614 OXFORD RD,38.0475304,-78.4880475
5938,1400 OXFORD PL,38.0473978,-78.486119
5939,808 CONCORD AV,38.0393086,-78.4856612
5940,902 HENRY AV,38.0390161,-78.4869374
5941,200 6 1\2 ST NW,38.0288724,-78.49072319999999
5942,602 WATSON AV,38.0405132,-78.4710319
5943,604 WATSON AV,38.0403641,-78.4708654
5944,1224 HOLMES AV,38.047984,-78.4609965
5945,1023 HOLMES AV,38.0444248,-78.463672
5946,1000 ST CHARLES AV,38.0411688,-78.4641604
5947,1216 ST GEORGE AV,38.0387519,-78.45994189999999
5948,1226 SMITH ST,38.0397803,-78.4582605
5949,1220 SMITH ST,38.039839,-78.458024
5950,1324 WILLOW DR,38.033976,-78.461827
5951,800 WARD AV,38.0330776,-78.46330979999999
5952,1700 CHERRY AV,38.0210835,-78.50975059999999
5953,103 CAMELLIA DR,38.014797,-78.51124
5954,109 SHASTA CT,38.0129432,-78.5101091
5955,200 CAMELLIA DR,38.013926,-78.510897
5956,116 AZALEA DR,38.0145469,-78.5118845
5957,1800 FENDALL AV,38.0434655,-78.4983348
5958,1900 FENDALL AV,38.0458828,-78.5018747
5959,809 FENDALL TER,38.046625,-78.50307959999999
5960,1408 RIVER RD,38.0435616,-78.4582544
5961,1102 RIVER CT,38.0425433,-78.4562117
5962,1112 RIVER CT,38.0431079,-78.45532349999999
5963,408 JEFFERSON ST E,38.0313654,-78.4783501
5964,1149 MARKET ST E,38.0277479,-78.4700156
5965,119 APPLE TREE RD,38.0282806,-78.5199621
5966,300 6 1\2 ST SW,38.0294764,-78.4903228
5967,328 6 1\2 ST SW,38.0284678,-78.49084429999999
5968,1007 RAYON ST,38.0228368,-78.4838299
5969,111 APPLE TREE RD,38.0272925,-78.5198733
5970,2306 FONTAINE AV,38.0257414,-78.5171469
5971,2302 FONTAINE AV,38.025702,-78.516847
5972,2515 WESTERLY AV,38.0244927,-78.52169289999999
5973,2505 WESTERLY AV,38.0244096,-78.5208497
5974,711 MAIN ST W,38.03178,-78.49008959999999
5975,401 GARRETT ST,38.027972,-78.4803215
5976,301 GARRETT ST,38.0280245,-78.48112359999999
5977,398 MARKET ST E,38.0307697,-78.4789627
5978,119 BIRDWOOD CT,38.042162,-78.479559
5979,145 BIRDWOOD CT,38.042367,-78.478453
5980,1021 BIRDWOOD RD,38.044399,-78.478258
5981,218 MARKET ST E,38.0310839,-78.48006219999999
5982,513 AVON ST,38.0255381,-78.4785466
5983,927 BELMONT AVE,38.0233442,-78.4741066
5984,915 MONTICELLO RD,38.0238238,-78.4744174
5985,221 DOUGLAS AV,38.0254912,-78.4747726
5986,1852 EDGEWOOD LN,38.0450814,-78.5020751
5987,2101 ANGUS RD,38.058791,-78.4944172
5988,201 SPRIGG LN,38.03872459999999,-78.50796129999999
5989,1901 ARLINGTON BLVD,38.0482123,-78.5043986
5990,808 MONTICELLO AV,38.0231313,-78.4769038
5991,1010 BOLLING AV,38.0210257,-78.474595
5992,611 MONTROSE AV,38.0225722,-78.48156569999999
5993,1112 MONTROSE AV,38.0185169,-78.4735738
5994,904 ELLIOTT AV,38.0194644,-78.47789170000001
5995,769 MONTICELLO AV,38.0238457,-78.47752539999999
5996,114 OLINDA DR,38.0234698,-78.499323
5997,116 OLINDA DR,38.0236694,-78.4992786
5998,120 OLINDA DR,38.024009,-78.4994118
5999,415 8TH ST NE,38.0319495,-78.4755053
6000,710 MONTICELLO AV,38.0239786,-78.47875359999999
6001,721 MONTICELLO AV,38.0241564,-78.4781914
6002,826 BLENHEIM AV,38.0212459,-78.4773367
6003,707 BLENHEIM AV,38.022701,-78.4795678
6004,821 MONTROSE AV,38.0208026,-78.47770299999999
6005,1914 STADIUM RD,38.028751,-78.5139705
6006,112 ROBERTSON AV,38.0242365,-78.5137486
6007,190 ARLINGTON BLVD,38.0496947,-78.5066568
6008,2700 ETON RD,38.0169955,-78.5169611
6009,2645 JEFFERSON PARK CIR,38.01682410000001,-78.5167666
6010,1000 BIRDWOOD CT,38.0423296,-78.47853049999999
6011,1879 WAYSIDE PL,38.0457388,-78.5033624
6012,1400 LANE RD,38.0321452,-78.50186479999999
6013,802 STONEHENGE AV,38.0179343,-78.4812993
6014,1000 BIRDWOOD RD,38.0432401,-78.4774588
6015,103 PERRY DR,38.0365216,-78.479035
6016,100 NELSON DR,38.0377955,-78.478043
6017,2434 ARLINGTON BLVD,38.0506987,-78.5083559
6018,2117 MORRIS RD,38.0417164,-78.5142812
6019,822 CABELL AV,38.0419869,-78.49409949999999
6020,363 14TH ST NW,38.037343,-78.49787789999999
6021,1259 LOCUST AV,38.0449229,-78.4573563
6022,1310 OXFORD PL,38.0479136,-78.48449579999999
6023,1617 GREENLEAF LN,38.050624,-78.4859165
6024,1008 JEFFERSON ST E,38.0294392,-78.47219740000001
6025,1310 JOHN ST,38.0368742,-78.49719429999999
6026,1301 WERTLAND ST,38.0348236,-78.4977694
6027,102 CARROLLTON TER,38.0278535,-78.51004250000001
6028,763 KING ST,38.0291798,-78.49350780000002
6029,2517 WESTERLY AV,38.0245102,-78.5218704
6030,110 DUNOVA CT,38.0294705,-78.5118938
6031,118 CHELSEA DR,38.0287326,-78.5125238
6032,618 PARK LN,38.0353812,-78.4739262
6033,908 HIGH ST E,38.0313423,-78.4733255
6034,1018 LOCUST AV,38.0412664,-78.4618514
6035,717 LOCUST AV,38.0348017,-78.4694889
6036,1110 RIVER CT,38.0430032,-78.4555011
6037,1114 RIVER CT,38.0433075,-78.4552791
6038,2111 MINOR RD,38.0409114,-78.5150135
6039,421 VALLEY RD,38.0306496,-78.50534329999999
6040,1321 CHESAPEAKE ST,38.0269593,-78.4648709
6041,432 MEADE AV,38.0298155,-78.4648709
6042,1504 ROSA TER,38.019141,-78.48599899999999
6043,501 ROCKLAND AV,38.0199228,-78.4861385
6044,520 ROUGEMONT AV,38.0174174,-78.48691389999999
6045,730 MONTICELLO AV,38.0235618,-78.47787579999999
6046,711 BOLLING AV,38.0233478,-78.4786798
6047,218 MAIN ST W,38.0310459,-78.482717
6048,805 MONTROSE AV,38.0212574,-78.47869089999999
6049,806 PRESTON PL,38.0362274,-78.4885037
6050,1708 GRADY AV,38.0413656,-78.4995483
6051,2324 CRESTMONT AV,38.0216468,-78.51167099999999
6052,813 MAIN ST W,38.0318814,-78.4911353
6053,328 CLEVELAND AV,38.018903,-78.50884900000001
6054,130 LODGE CREEK CR,38.0156814,-78.5038495
6055,123 WELK PL,38.0159406,-78.5024303
6056,512 MOSELEY DR,38.014516,-78.5067016
6057,309 MONTE VISTA AV,38.0119917,-78.51494699999999
6058,312 MONTE VISTA AV,38.0121608,-78.5145919
6059,1015 CHERRY AV,38.0283242,-78.4984796
6060,1023 MILLMONT ST,38.0508335,-78.5058033
6061,1108 WELLFORD ST,38.0462521,-78.4866712
6062,1609 GREENLEAF LN,38.0501546,-78.485295
6063,1113 RIVER CT,38.0434099,-78.4559008
6064,1217 SMITH ST,38.04105089999999,-78.4584397
6065,1104 LITTLE HIGH ST,38.0303695,-78.47046569999999
6066,1024 LOCUST AV,38.0414418,-78.4615211
6067,430 1ST ST N,38.0339938,-78.47987859999999
6068,1207 KING ST,38.0283248,-78.50096540000001
6069,1006 CHERRY AV,38.0281374,-78.4974143
6070,416 1ST ST N,38.033593,-78.479973
6071,102 KENT TER,38.013008,-78.5074629
6072,46 UNIVERSITY WAY,38.0414138,-78.5014537
6073,1110 WELLFORD ST,38.0466819,-78.486577
6074,1306 OXFORD PL,38.047746,-78.4844514
6075,1402 VIRGINIA AV,38.0378174,-78.4976586
6076,300 ARLINGTON BLVD,38.0496947,-78.5066568
6077,1671 GORDON AV,38.040549,-78.4997128
6078,108 MINOR RD,38.039508,-78.5120216
6079,206 14TH ST NW,38.0349288,-78.4988347
6080,1605 GORDON AV,38.04029999999999,-78.49910109999999
6081,212 5TH ST NE,38.0309888,-78.477859
6082,314 9TH ST SW,38.0296943,-78.49479199999999
6083,1206 KING ST,38.0280857,-78.50061029999999
6084,605 9TH ST SW,38.0267693,-78.4953412
6085,806 HIGH ST E,38.0311937,-78.4750834
6086,116 CAMERON LN,38.0402615,-78.5101486
6087,201 HILLCREST RD,38.04187,-78.476826
6088,1615 MERIDIAN ST,38.0141204,-78.4827644
6089,1642 MERIDIAN ST,38.0134525,-78.48178759999999
6090,1622 MERIDIAN ST,38.013065,-78.48240919999999
6091,1609 MERIDIAN ST,38.0145255,-78.48232039999999
6092,611 GROVE AV,38.0334157,-78.4690893
6093,709 GROVE AV,38.034329,-78.46842319999999
6094,207 5TH ST NE,38.03077510000001,-78.4781747
6095,1008 DRUID AV,38.0170318,-78.4771258
6096,2100 LEWIS MOUNTAIN RD,38.0383325,-78.51523890000001
6097,512 VALLEY RD,38.029912,-78.505318
6098,107 BAKER ST,38.0263797,-78.50358430000001
6099,1020 GROVE ST,38.0293211,-78.4986572
6100,906 1ST ST S,38.0231472,-78.4857754
6101,600 RIVES ST,38.0207277,-78.4680407
6102,1410 VINE ST,38.0192791,-78.4676684
6103,109 APPLE TREE RD,38.027052,-78.5199177
6104,116 OBSERVATORY AV,38.027212,-78.51450310000001
6105,218 9TH ST SW,38.030707,-78.494452
6106,1001 GROVE ST,38.0298331,-78.496971
6107,928 KING ST,38.0291181,-78.4970148
6108,1107 CHERRY AV,38.0281394,-78.49950059999999
6109,1111 CHERRY AV,38.0280753,-78.4996781
6110,190 RUGBY RD,38.039519,-78.5010686
6111,2474 ARLINGTON BLVD,38.051509,-78.50884169999999
6112,1621 GRADY AV,38.0410525,-78.49870399999999
6113,353 14TH ST NW,38.0372747,-78.4979128
6114,353 10TH ST NW,38.0370122,-78.4926644
6115,1922 LEWIS MOUNTAIN RD,38.0378018,-78.509754
6116,804 GILLESPIE AV,38.0340776,-78.4646489
6117,213 4TH ST LOT,38.0296353,-78.4874349
6118,612 JEFFERSON PARK AV,38.0328838,-78.4981581
6119,350 PARK ST,38.0317461,-78.47674839999999
6120,701 ST CLAIR AV,38.0335054,-78.4679348
6121,601 GROVE AV,38.0330297,-78.4693113
6122,1616 DEL MAR DR,38.0507822,-78.484629
6123,525 GROVE AV,38.0327573,-78.4694445
6124,907 POPLAR ST,38.0344671,-78.4701189
6125,801 POPLAR ST,38.0350863,-78.4720717
6126,515 8TH ST NE,38.0333024,-78.47461779999999
6127,2315 PRICE AV,38.027476,-78.51800930000002
6128,101 PIEDMONT AV,38.0259068,-78.5187363
6129,413 DICE ST,38.0289434,-78.48822500000001
6130,612 RIDGE ST,38.0251182,-78.48915730000002
6131,1211 KING ST,38.0282418,-78.5013649
6132,1011 CHERRY AV,38.0284116,-78.4981245
6133,120 WASHINGTON AV,38.02800190000001,-78.51423679999999
6134,320 11TH ST NE,38.03001700000001,-78.470755
6135,315 15TH ST NW,38.0371155,-78.4994955
6136,1010 GROVE ST,38.02945500000001,-78.4979469
6137,1000 SYCAMORE ST,38.0332321,-78.47025219999999
6138,1425 GRACE ST,38.0339437,-78.462473
6139,1112 WERTLAND ST,38.0341151,-78.495997
6140,421 MAIN ST W,38.0313811,-78.48729279999999
6141,121 HARMON ST,38.02842589999999,-78.5135711
6142,1848 WINSTON RD,38.0462611,-78.50038839999999
6143,306 7 1\2 ST SW,38.0294501,-78.4912882
6144,231 4TH ST SW,38.0289812,-78.48778109999999
6145,850 WEST ST,38.0362155,-78.4895569
6146,1114 GORDON AV,38.0382879,-78.49483959999999
6147,307 WATER ST E,38.0295867,-78.4799783
6148,415 14TH ST NW,38.0381197,-78.4976806
6149,160 CHANCELLOR ST,38.0379199,-78.5002655
6150,329 13TH ST NW,38.0363461,-78.49727969999999
6151,1067 MILLMONT ST,38.0510644,-78.5048272
6152,1835 WINSTON RD,38.0458541,-78.4992152
6153,1639 MERIDIAN ST,38.012986,-78.4816101
6154,1641 MERIDIAN ST,38.0131361,-78.48147689999999
6155,1116 ALTAVISTA AV,38.0168455,-78.4744174
6156,1001 ALTAVISTA AV,38.0184791,-78.4769038
6157,706 ALTAVISTA AV,38.0200784,-78.4815213
6158,104 KEYSTONE PL,38.0140807,-78.4709281
6159,638 MAIN ST W,38.0335189,-78.4986565
6160,323 MAIN ST W,38.030631,-78.48613189999999
6161,624 MAIN ST E,38.0312455,-78.4892716
6162,1709 GRADY AV,38.0416995,-78.4996704
6163,1707 GORDON AV,38.0407084,-78.5003012
6164,400 JEFFERSON PARK AV,38.0330103,-78.4978428
6165,1821 EDGEWOOD LN,38.0439924,-78.49972249999999
6166,201 9TH ST SW,38.0307149,-78.4948771
6167,106 DUNOVA CT,38.0295636,-78.5119187
6168,846 ESTES ST,38.030726,-78.4934634
6169,703 BOLLING AV,38.0236497,-78.47925699999999
6170,981 RIVES ST,38.015998,-78.4728634
6171,720 LEVY AV,38.0261805,-78.4768927
6172,400 WATER ST W,38.0307855,-78.4840392
6173,2501 FONTAINE AV,38.0262271,-78.5198289
6174,523 13TH ST NW,38.0397409,-78.4955055
6175,135 BOLLINGWOOD RD,38.0405277,-78.5126999
6176,316 KENT RD,38.0393676,-78.51570149999999
6177,812 NALLE ST,38.02986629999999,-78.4938877
6178,459 LOCUST AV,38.0327768,-78.4719088
6179,512 LEXINGTON AV,38.03343780000001,-78.47219740000001
6180,324 MAIN ST E,38.0302463,-78.4863383
6181,506 GROVE AV,38.0325231,-78.4689338
6182,1011 JEFFERSON ST E,38.0298931,-78.472042
6183,1101 JEFFERSON ST E,38.02960119999999,-78.4711557
6184,400 12TH ST NE,38.0297399,-78.46811459999999
6185,405 FAIRWAY AV,38.0276691,-78.4625618
6186,1101 LITTLE HIGH ST,38.0308315,-78.4705989
6187,1916 CEDAR HILL RD,38.0646949,-78.49457319999999
6188,975 BARRACKS RD SHOP CTR,38.0544087,-78.499656
6189,2011 LEWIS MOUNTAIN RD,38.0385578,-78.5146527
6190,1912 THOMSON RD,38.0365259,-78.50873779999999
6191,920 HIGH ST E,38.0313394,-78.4720198
6192,114 RIVER CT,38.0427119,-78.4563613
6193,918 HIGH ST E,38.0313313,-78.472171
6194,526 1ST ST N,38.0352336,-78.4792126
6195,1108 CHERRY AV,38.027773,-78.49903850000001
6196,526 VALLEY RD,38.0290705,-78.5056262
6197,1009 CHERRY AV,38.0284757,-78.4979469
6198,1205 GROVE ST,38.0289618,-78.5016313
6199,1804 JEFFERSON PARK AV,38.0285362,-78.50981809999999
6200,1214 MONTICELLO RD,38.0208324,-78.4726414
6201,1304 PRESTON AV,38.0429249,-78.493009
6202,218 RIDGE ST,38.0288929,-78.4856501
6203,752 PROSPECT AV,38.0232445,-78.4950906
6204,425 2ND ST NE,38.034218,-78.47925699999999
6205,820 BELMONT AVE,38.023852,-78.4762489
6206,102 7TH ST NE,38.0297561,-78.4765338
6207,108 BIRDWOOD CT,38.04253680000001,-78.4791127
6208,1360 RUGBY AV,38.0448378,-78.4798007
6209,260 MONTE VISTA AV,38.0131974,-78.514414
6210,711 VILLAGE RD,38.0201386,-78.50278540000001
6211,111 WATER ST LOT,38.030114,-78.481389
